ID	Timestamp	User Name	Type	Subtype	Result
12228	Apr 30th 2025 10:18:20	anzhe	Authentication	Login	Success
12377	Apr 30th 2025 15:52:37	timur	Authentication	Login	Success
12407	Apr 30th 2025 16:28:00	aleksa	Authentication	Logout	Success
12419	Apr 30th 2025 16:56:40	beket	Authentication	Login	Success
12454	Apr 30th 2025 19:21:04	eocal	Authentication	Login	Success
7783	Apr 3rd 2025 05:04:17	amira	Authentication	Login	Success
7784	Apr 3rd 2025 08:06:57	eldos	Authentication	Login	Success
7785	Apr 3rd 2025 08:11:53	rusla	Authentication	Login	Success
7786	Apr 3rd 2025 08:56:06	diyar	Authentication	Login	Success
7787	Apr 3rd 2025 08:59:58	beket	Authentication	Login	Success
7788	Apr 3rd 2025 09:04:04	aleksa	Authentication	Login	Success
7789	Apr 3rd 2025 09:23:55	danab	Authentication	Login	Success
7873	Apr 3rd 2025 10:46:38	timur	Authentication	Login	Success
7996	Apr 3rd 2025 12:23:06	aleksa	Authentication	Logout	Success
7997	Apr 3rd 2025 12:24:43	aleksa	Authentication	Login	Success
8013	Apr 3rd 2025 14:48:12	medet	Authentication	Login	Success
8032	Apr 3rd 2025 15:18:28	sylta	Authentication	Login	Success
8043	Apr 3rd 2025 17:03:18	rusla	Authentication	Logout	Success
8044	Apr 3rd 2025 17:03:19	rusla	Authentication	Login	Success
8048	Apr 3rd 2025 17:26:55	danab	Authentication	Login	Success
8049	Apr 3rd 2025 17:28:34	beket	Authentication	Login	Success
8052	Apr 3rd 2025 17:32:18	diyar	Authentication	Login	Success
8054	Apr 3rd 2025 20:22:18	aleksey	Authentication	Login	Success
8072	Apr 4th 2025 08:20:43	almas	Authentication	Login	Success
8073	Apr 4th 2025 08:36:00	iliya	Authentication	Login	Success
8074	Apr 4th 2025 08:43:58	aleksa	Authentication	Logout	Success
8075	Apr 4th 2025 08:44:00	aleksa	Authentication	Login	Success
8076	Apr 4th 2025 08:45:46	aleksa	Authentication	Login	Success
8077	Apr 4th 2025 08:59:27	diyar	Authentication	Login	Success
8078	Apr 4th 2025 09:00:28	danab	Authentication	Login	Success
8081	Apr 4th 2025 09:07:35	beket	Authentication	Login	Success
8126	Apr 4th 2025 14:53:41	timur	Authentication	Login	Success
8131	Apr 4th 2025 15:42:25	bakyt	Authentication	Login	Success
8132	Apr 4th 2025 15:57:57	medet	Authentication	Login	Success
8136	Apr 4th 2025 17:00:58	danab	Authentication	Logout	Success
8141	Apr 4th 2025 17:34:29	diyar	Authentication	Login	Success
8142	Apr 4th 2025 17:56:12	beket	Authentication	Login	Success
8143	Apr 4th 2025 17:56:53	danab	Authentication	Login	Success
8147	Apr 4th 2025 20:20:04	eldos	Authentication	Login	Success
8148	Apr 4th 2025 20:22:50	rusla	Authentication	Login	Success
